steps,loss0
0,0.0
1000,0.0
2000,0.002787728561088443
3000,0.01585155911743641
4000,0.005349854007363319
5000,0.02000986598432064
6000,0.004530862905085087
7000,0.0038557937368750572
8000,0.004684188403189182
9000,0.002007396426051855
10000,0.005210921633988619
11000,0.004507990088313818
12000,0.008028912357985973
13000,0.002247854368761182
14000,0.0032596811652183533
15000,0.009231633506715298
16000,0.007007599342614412
17000,0.006831726990640163
18000,0.001984632108360529
19000,0.0035407664254307747
20000,0.0220976360142231
21000,0.0015247035771608353
22000,0.01138109341263771
23000,0.0032765758223831654
24000,0.0026128969620913267
25000,0.017115211114287376
26000,0.003954049665480852
27000,0.007146731950342655
28000,0.002716303104534745
29000,0.006074381992220879
30000,0.02759299799799919
31000,0.006779861636459827
32000,0.005252284929156303
33000,0.007737649139016867
34000,0.01300349086523056
35000,0.014180115424096584
36000,0.041780371218919754
37000,0.005666585639119148
38000,0.008160033263266087
39000,0.005996779538691044
40000,0.045347511768341064
41000,0.00973915308713913
42000,0.008034656755626202
43000,0.008792774751782417
44000,0.006371225230395794
45000,0.044979277998209
46000,0.010661046020686626
47000,0.007411877624690533
48000,0.007305127568542957
49000,0.016319945454597473
50000,0.03030533529818058
51000,0.008391800336539745
52000,0.007594552356749773
53000,0.00911959633231163
54000,0.00670422101393342
55000,0.0959453135728836
56000,0.030449025332927704
57000,0.01729309931397438
58000,0.01143138948827982
59000,0.014416505582630634
60000,0.03305010497570038
61000,0.021771539002656937
62000,0.014746488071978092
63000,0.014756626449525356
64000,0.008933009579777718
65000,0.03817833214998245
66000,0.018201248720288277
67000,0.007648918777704239
68000,0.015365015715360641
69000,0.01069432869553566
70000,0.03589656949043274
71000,0.026734035462141037
72000,0.15904651582241058
73000,0.016084367409348488
74000,0.009487149305641651
75000,0.03657504543662071
76000,0.016570383682847023
77000,0.03937612846493721
78000,0.007950440049171448
79000,0.011564299464225769
80000,0.03855524957180023
81000,0.018195582553744316
82000,0.02740655466914177
83000,0.044626686722040176
84000,0.012865537777543068
85000,0.03475196287035942
86000,0.013062682002782822
87000,0.017544981092214584
88000,0.024438198655843735
89000,0.0249199029058218
90000,0.07049135118722916
91000,0.020898759365081787
92000,0.029300939291715622
93000,0.018196474760770798
94000,0.012812130153179169
95000,0.03427564352750778
96000,0.025211568921804428
97000,0.0616956427693367
98000,0.02665349654853344
99000,0.022128015756607056
100000,0.04166772589087486
101000,0.01685144193470478
102000,0.0423266664147377
103000,0.024687737226486206
104000,0.02217147871851921
105000,0.0925542414188385
106000,0.026033803820610046
107000,0.013228945434093475
108000,0.011831805109977722
109000,0.017253398895263672
110000,0.05792277306318283
111000,0.02445685863494873
112000,0.0385274738073349
113000,0.02461027354001999
114000,0.019930293783545494
115000,0.05670153722167015
116000,0.04460511356592178
117000,0.03896115720272064
118000,0.045936472713947296
119000,0.02458522468805313
120000,0.05782708525657654
121000,0.10475608706474304
122000,0.04927141219377518
123000,0.04983454570174217
124000,0.02306988835334778
125000,0.08939854055643082
126000,0.03358365222811699
127000,0.05778158828616142
128000,0.028037063777446747
129000,0.05565131455659866
130000,0.05433989688754082
131000,0.15622280538082123
132000,0.03859712928533554
133000,0.02846192941069603
134000,0.40212690830230713
135000,0.06672735512256622
136000,0.03573785722255707
137000,0.041208844631910324
138000,0.07617134600877762
139000,0.06873533129692078
140000,0.062363527715206146
141000,0.030700594186782837
142000,0.02745293825864792
143000,0.026189886033535004
144000,0.032360561192035675
145000,0.03468712419271469
146000,0.07856367528438568
147000,0.04501963406801224
148000,0.056897781789302826
149000,0.024693351238965988
150000,0.12391649186611176
151000,0.05100727826356888
152000,0.020041216164827347
153000,0.12953197956085205
154000,0.042214564979076385
155000,0.04357164725661278
156000,0.029342228546738625
157000,0.033458225429058075
158000,0.03511752560734749
159000,0.05501828342676163
160000,0.049323298037052155
161000,0.028566692024469376
162000,0.02408618852496147
163000,0.10247448086738586
164000,0.5106814503669739
165000,0.042543403804302216
166000,0.10337937623262405
167000,0.019155874848365784
168000,0.0242063719779253
169000,0.03783510625362396
170000,0.048570118844509125
171000,0.026889940723776817
172000,0.02284282259643078
173000,0.04561104625463486
174000,0.3630942702293396
175000,0.02136034145951271
176000,0.060439638793468475
177000,0.024723123759031296
178000,0.0612596720457077
179000,0.038297273218631744
180000,0.07456786185503006
181000,0.024994831532239914
182000,0.05496221408247948
183000,0.04910662770271301
184000,0.07565054297447205
185000,0.05147545412182808
186000,0.05519196391105652
187000,0.03564714640378952
188000,0.031808946281671524
189000,0.04817087575793266
190000,0.054226990789175034
191000,0.04571416601538658
192000,0.07296919822692871
193000,0.04003407806158066
194000,0.027346868067979813
195000,0.04446602240204811
196000,0.039573293179273605
197000,0.057108599692583084
198000,0.026131628081202507
199000,0.029119089245796204
